KOTUK	-36.50778	-63.64472	W61-TMA OSA
KOVAT	-24.47917	-64.45111	UM789-M789-ANTIGRANIZO JUJ SUP
KOVEX	-37.83861	-57.76083	IAC MDP
KOVRA	-25.66083	-54.65583	IAC IGU-STAR IGU
KOVSI	-53.86806	-68.03972	IAC GRA
KOVSO	-25.47583	-54.02444	STAR IGU
KOVUK	-35.19944	-57.52056	W27-SID AER EZE-STAR AER EZE-TMA BAIRES
KOVUN	-33.48833	-64.54778	UT670-UZ114
KRILL	-61.20611	-60.68639	W56-UW56-Z133-UZ133-T100-UT100
KUBIR	-24.07333	-59.94667	UL793
KUBSI	-36.39806	-64.33389	IAC OSA
KUDRA	-24.75000	-65.46306	IAC SAL
KUGLO	-28.77639	-60.60306	UN775-UL531
KUGSU	-32.36250	-65.64500	UT684-UT685
KUKAS	-47.59361	-66.13306	UT700-UZ117
KUKEN	-34.18278	-58.21722	UL324-UM654-SID AER EZE STAR AER EZE
KULIT	-49.81167	-67.80583	W45
KULUP	-40.79528	-63.34944	IAC VIE
KUMOT	-26.82194	-64.83028	IAC TUC
LAJAS	-33.14444	-64.83639	W10-TMA VME
LANDA	-33.90806	-58.57528	W74-N785-UN785-SID AER EZE-TMA BAIRES
LANUB	-26.25056	-54.35111	STAR IGU-SID IGU
LIMAY	-40.74611	-70.61972	W26-UW26-Z109-UZ109-SID BAR-TMA BAR
LITOR	-29.03389	-65.49861	W 15-UW15-SID CAT-UM543-STAR CAT-TMA CAT
LIVAK	-38.81389	-62.45556	STAR BCA
LIVIN	-51.59694	-69.07083	IAC GAL
LIVUL	-24.77500	-65.32167	SID SAL
LIVUP	-37.32806	-59.23917	IAC DIL
LIVUS	-31.37333	-64.20722	IAC CBA
LIVUX	-42.58333	-64.92194	IAC DRY
LIXIM	-51.67000	-68.96222	STAR GAL-IAC GAL
LIXOR	-36.72667	-60.40417	UW22-UT688
LOBID	-53.85250	-67.44694	IAC GRA
LOGAM	-34.96583	-62.30306	M424-UM424-UW15
LOGET	-30.39472	-64.23417	W6-UW6-UZ112-SID CBA-STAR CBA-TMA CBA
LOKAT	-33.17778	-64.64972	IAC TRC
LOKAV	-27.96222	-64.32000	IAC SDE
LOKEN	-53.40833	-68.42139	W63-UW63
LOLAN	-46.00000	-58.83417	UT103
LOLAR	-26.67639	-65.26000	STAR TUC
LOLAS	-35.67639	-64.79694	B684-UM783
LOLIV	-33.69944	-67.00500	UT688-UW23-W23-W71
LOMAD	-32.65222	-68.79028	IAC DOZ
LOMIN	-50.57694	-60.55083	W50-UW50
LOMUR	-58.00028	-64.16806	W56-UW56-Z133-UZ133
LOMUS	-40.91167	-63.65972	W33-UW33-UT693-T693-SID TRE DRY VIE-STAR TRE-TMA VIE
LUCHY	-27.35111	-59.01389	IAC SIS
LUTSO	-27.43389	-58.02444	B687-UP779-STAR SIS CRR-SID SIS CRR-TMA SIS
LUVDU	-39.04389	-68.39389	STAR NEU-IAC NEU
LUVLA	-24.61278	-64.95972	IAC JUJ
MADSA	-26.59500	-59.28167	UM529 UL793
MAGDO	-35.52111	-68.96583	B684-STAR MLG-TMA MLG
MAKBI	-38.94556	-67.81306	STAR NEU-IAC NEU
MAKMO	-31.58972	-63.65722	SID CBA
MALDI	-25.69611	-54.57222	IAC IGU
MAMGO	-43.24417	-65.39167	IAC TRE
MAMKA	-24.81750	-61.75389	UN775-UM789
MAMPU	-27.29806	-59.20778	IAC SIS STAR CRR SIS
MAMRA	-38.94861	-68.28167	IAC NEU
MASDO	-28.29750	-57.78500	UW14-UZ103
MASMA	-34.50194	-58.64667	IAC FDO
MASVI	-25.00083	-65.58833	IAC SAL
MATMU	-43.22472	-65.00194	STAR TRE-IAC TRE
MAVBI	-31.25583	-63.13611	UM418-W69-UZ102-STAR CBA-TMA CBA
MEBRA	-32.05861	-68.33694	W44-UW44-W3-UW3-SID DOZ-STAR JUA DOZ-TMA DOZ-TMA JUA
MEXIL	-33.45222	-66.38083	IAC UIS
MEXUB	-27.88417	-64.48667	IAC SDE
MIBAS	-30.78333	-70.29167	B560-UL416-UT671
MIBIP	-42.77444	-65.56000	SID DRY
MIBOK	-54.81778	-67.67556	IAC USU-STAR USU
MIDAL	-60.00028	-62.08444	W56-UW56-Z133-UZ133
MIDOT	-36.53806	-64.09944	SID OSA
MIGUS	-42.46139	-64.51139	W18-STAR TRE-TMA TRE
MIGUT	-50.41000	-71.60278	SID ECA-STAR ECA
MIKIM	-45.88972	-70.55083	UT658-UZ131-T658-W58
MILAX	-36.11500	-61.79083	UT655-UT688
MIMEX	-24.46250	-64.57778	M789-STAR JUJ-SID JUJ-TMA SAL
MIPAT	-42.99972	-59.00083	UT103
MOCHO	-38.28778	-70.34444	W44-UW44-STAR MLG-UT685-UZ108
MOLRI	-27.68194	-64.26056	IAC SDE
MORPU	-27.22361	-58.83389	IAC CRR STAR CRR
MORRO	-33.22972	-65.86194	W10-SID UIS-STAR UIS-TMA RYD-TMA UIS
MORSI	-40.24972	-19.99917	UL211F
MOSGI	-34.99500	-58.46889	IAC EZE
MOSKA	-50.57694	-58.51083	UT103
MOTNO	-48.17444	-71.12278	Z116-UT110-UZ116-STAR ECA
MOXAN	-38.37167	-61.07417	W18-UW18-SID BCA-STAR BCA-TMA BCA
MOXAT	-24.10139	-64.91667	N650-SID JUJ-STAR JUJ-TMA SAL
MUBAD	-27.09306	-65.15333	IAC TUC-STAR TUC
MUBEN	-33.05306	-68.61806	IAC DOZ-STAR DOZ
MUBES	-52.80250	-68.47917	W42-UW42-Z130-UZ130-W63-STAR GAL-SID GAL GRA-UW63-TMA
MUBLU	-32.77528	-66.09861	UT652
MUBOK	-25.46056	-65.38944	SID SAL
MUBUD	-38.75500	-62.14306	IAC BCA
MUDNO	-36.75806	-57.21278	W59-STAR MDP-TMA MDP
MUDUL	-26.96694	-64.07917	UW6-UM799-UT677-UZ112-UZ120
MUGUM	-54.82361	-67.81639	IAC USU
MULBO	-33.85806	-66.66639	UT688-UT685
MULSI	-42.91333	-65.33806	SID DRY
MULTA	-33.84000	-60.12972	W20-W24-UW24-UT672
MUMAB	-42.83611	-65.94417	SID TRE
MUMAT	-33.17222	-68.59333	UT687-UZ108
MUMIN	-24.95250	-65.50750	IAC SAL
MUMSA	-34.04139	-63.86583	UT700-UL405
MUMUK	-26.75583	-66.72000	UL322-UM543
MUNAV	-42.80917	-65.21167	IAC DRY-SID DRY
MUNER	-52.00000	-71.31000	UN674-N674-B432-STAR ECA-SID ECA
MUNES	-40.33278	-10.00000	UL211F
MUNON	-24.56278	-64.86472	STAR JUJ-IAC JUJ
MUPAD	-51.37167	-69.28250	SID GAL
MUPER	-34.45917	-58.59444	IAC AER
MUPIS	-32.40500	-60.79167	W21-SID ROS-TMA ROS-TMA PAR
NAIDE	-27.61333	-55.58778	UT667
NAJAL	-43.06750	-65.20611	SID TRE
NATIO	-31.06944	-63.41222	SID CBA
NAXET	-23.55778	-65.46778	UM776-UN525-ANTIGRANIZO JUJ SUP
NAXEX	-31.39028	-68.31694	IAC JUA-STAR JUA
NEBEG	-33.80000	-69.90000	A307-UL531-STAR DOZ-TMA DOZ
NEDET	-38.52444	-62.22889	IAC BCA
NEDOL	-29.20944	-59.55833	IAC RTA
NEGEX	-26.20472	-54.77694	STAR IGU
NEGOS	-46.24528	-71.67694	G550
NEGUK	-39.06361	-68.77944	SID CHP
NEGUN	-29.21111	-59.80139	IAC RTA
NEKID	-27.20444	-56.10333	IAC POS
NEPIS	-34.57111	-59.60056	W13-SID AER-TMA BAIRES
NESRI	-27.86833	-61.43972	UM529 LIM FIR CBA SIS
NETVA	-54.84139	-68.24917	IAC USU
NEVLO	-34.96694	-58.33639	IAC EZE
NIBGO	-32.71056	-60.84139	IAC ROS-SID ROS
NIDBA	-38.71361	-67.57583	T655-SID NEU-TMA NEU
NIGBU	-40.70278	-67.99194	T105-UT105
NINSI	-34.49861	-62.24333	UT705-UZ113
NINVO	-45.97833	-67.20556	STAR CRV-SID CRV
NIPMU	-28.90361	-63.27639	UM529-LIMITE SECTOR CBA SUR-CBA NORTE
NIPTO	-31.47611	-68.41917	IAC JUA
NIRKA	-43.11250	-71.06167	IAC ESQ
NIRSU	-37.94167	-57.32417	IAC MDP STAR MDP
NIRTA	-32.65889	-68.23306	W44-UW44-A307-UL531
NITLO	-41.81806	-69.37194	W38-W41-UW38-UW41
NUEXE	-42.62028	-64.80250	IAC DRY
NUXAS	-27.27056	-58.73472	IAC CRR
NUXAX	-50.98139	-69.20583	STAR GAL
NUXIM	-34.44611	-61.54278	W9-UL405
OBLET	-25.87694	-54.47694	IAC IGU
OGLAP	-25.68861	-54.42750	UL216 - R563
OGLER	-36.98861	-63.88444	W67-SID OSA-TMA OSA
OGMIM	-34.37722	-58.50000	IAC FDO
OGNAX	-24.38583	-64.89361	IAC JUJ
OGNOP	-31.31750	-67.91556	UZ108 UM529
OGSAN	-34.15944	-61.92639	UT684-UT705
OGTEL	-29.62028	-57.97139	UT682-UZ120
OGTUR	-49.45861	-71.94250	G550-T659-UT110-UT659-SID ECA-STAR ECA
OPGUT	-27.16667	-53.92472	UM532
OPKAN	-28.32972	-59.36778	W20-UW20-SID CRR SIS-STAR CRR SIS-TMA SIS
OPLAS	-42.56611	-70.57806	W41-TMA ESQ
OPLIB	-40.07111	-70.81833	STAR CHP-IAC CHP
OPLID	-27.68333	-59.04278	IAC SIS STAR SIS
OPLOM	-34.84333	-58.41806	IAC EZE
OPLUX	-33.38583	-66.37167	SID UIS
OPNIN	-30.22694	-60.15889	UN775
OPRER	-37.42889	-57.31333	SID MDP-STAR MDP
OPRIL	-34.28389	-67.91444	W23-TMA SRA
OPROS	-42.63972	-70.49556	T657
OPSEV	-38.62111	-62.19306	IAC BCA
OPSIR	-44.12000	-65.43444	T693-STAR TRE-SID TRE DRY-TMA TRE
OPSUG	-31.11972	-64.28083	SID CBA
OPSUL	-35.68417	-69.42694	IAC MLG-STAR MLG
OPTES	-26.74722	-60.48611	Z118
OPTIR	-30.78167	-62.37833	UM400-UL550-W25
OPTUL	-34.15444	-68.69111	W37
OPUPO	-32.36639	-59.62917	B555-TMA PAR
OPUVI	-33.81139	-61.30806	W10-UW10
ORABA	-31.48889	-66.88694	W24-UW24
ORABO	-50.71056	-69.53833	T658-UT658
ORAMU	-42.27500	-65.09806	T661-STAR TRE-SID TRE DRY-TMA TRE
ORAXO	-25.06306	-65.36306	STAR SAL-IAC SAL
ORBAL	-45.89833	-70.87111	UZ131-W58-UZ116-Z116
ORERA	-40.97389	-70.44750	W34-UW34-T654-UT654-SID BAR-STAR BAR-TMA BAR
ORIKA	-46.21639	-65.86778	UT109-UT700
ORODA	-51.59444	-69.02083	IAC GAL
OROKO	-21.86667	-66.13333	SID JUJ-STAR JUJ
OROXI	-45.13917	-67.86389	STAR CRV-SID CRV
ORUDO	-47.48444	-67.89889	W49
ORUGA	-27.18417	-55.80222	N785-B688-TMA POS
ORUXO	-27.24639	-59.08917	IAC SIS
OSARI	-33.30611	-66.11000	SID UIS
OSEBO	-24.51194	-65.01083	SID JUJ
OSEKO	-38.49250	-67.89722	W65-UZ114-UZ127-STAR NEU-SID NEU-TMA NEU
OSEXI	-38.14611	-57.59111	SID MDP
OSIDO	-33.02583	-64.19250	IAC TRC
OSILI	-28.63278	-64.76750	UN525-UW5
OSOVI	-38.55639	-62.21694	IAC BCA
OSUDA	-30.91611	-63.56750	UL531-UZ102
OTADO	-40.40472	-67.21778	UT106-UW41
OTAGI	-53.07694	-58.28917	UT103
PABAL	-42.60833	-72.10500	L775
PABAS	-34.98833	-61.58139	UM424-M424
PABEN	-30.69889	-61.48972	UT652-UL404
PABEV	-36.32611	-62.22278	T655-W61
PABOP	-42.64528	-64.89889	SID DRY-SID TRE
PADAS	-32.31722	-58.36250	N785-UN785
PADIM	-45.00194	-64.28167	UT108-UZ117
PADIT	-34.79556	-62.52417	UW15-UT705
PADOG	-33.22528	-63.74056	UT700-UW10
PAGAD	-36.44667	-55.00306	UL211F-UL211
PAGID	-50.40722	-72.50667	SID ECA
PAGON	-33.92111	-58.72056	W11-UZ129-STAR AER EZE-TMA BAIRES
PAKAL	-42.37361	-67.79056	W38-UW38-T105-UT105
PALIX	-52.06667	-69.80000	A570-UP664-TMA GAL
PAMAK	-31.39000	-65.27056	W24-Z159-UW24-UZ128-SID CBA-STAR CBA-TMA CBA
PAMAL	-31.77750	-66.71194	W66-UT653-UZ128-UT684
PAMEX	-28.87167	-56.54417	UT667-UM400
PANOT	-27.00694	-59.96139	Z118-SID CRR SIS-STAR CRR SIS-TMA SIS
PANUM	-43.27361	-65.49833	IAC TRE
PANUX	-24.30556	-65.15250	IAC JUJ
PAPAP	-34.86083	-58.31917	IAC EZE
PAPIR	-33.11694	-67.75222	W9-SID DOZ-STAR DOZ-UL405-TMA DOZ
PAPIX	-34.41611	-58.00056	A314-UN741-SID AER EZE-STAR AER PAL EZE-TMA BAIRES
PEDRO	-33.70111	-59.66694	W5-W6-UW5
PILCO	-22.40444	-62.41806	UM784-UN775
PONPI	-25.75611	-65.31528	W5-UW5-UN525-UT681-SID SAL-STAR TUC-TMA TUC-TMA SAL
PONRO	-50.35306	-71.69778	STAR ECA-IAC ECA
PONVA	-38.41111	-65.95306	T669-UT669
POPLU	-33.85111	-64.80028	UZ114-UL405
POPRO	-43.29028	-65.23639	STAR TRE
PORKA	-29.45528	-63.33250	UL550
PORPA	-39.17417	-68.73056	W32-STAR NEU-SID NEU-TMA NEU-STAR CHP
POSMO	-27.03556	-65.02861	IAC TUC-STAR TUC
POSRA	-34.91472	-58.49694	IAC EZE
POSTI	-38.84444	-59.16889	UW33-UT103
POTMA	-40.90361	-63.29944	IAC VIE
POTRO	-40.05278	-64.75917	UT700-UT657-UT110-T657-T661
POTSI	-31.74972	-68.30889	IAC JUA-STAR JUA
POVNA	-29.85417	-65.04000	UW15-UM543-UM529
PUBAX	-42.78250	-65.36750	IAC DRY
PUBER	-27.53083	-64.65306	W70-UT681-UM799-UL550-SID SDE-SID TUC
PUBLO	-43.80389	-67.62028	UT110-UT105-STAR CRV-SID CRV -T105
PUBTI	-24.26194	-65.17972	IAC JUJ
PUBUM	-22.24167	-64.06000	UL417-UZ112
PUDBA	-22.80417	-65.45861	UN525
PUGEK	-27.60806	-64.21667	IAC SDE
PUGLI	-40.49000	-60.55222	UT662
PUKIB	-41.24472	-70.88806	IAC BAR
PUKIK	-27.63278	-58.67722	STAR CRR-IAC CRR
PUKOX	-53.76528	-67.31361	IAC GRA
PULAS	-37.97083	-61.48500	W22-UW22-SID BCA-TMA BCA
PULEN	-29.24667	-57.61500	UM400-UT682-UP526
PULGA	-33.96500	-61.39667	UT670
PULKA	-39.48278	-64.67694	W34-T661
PULNA	-40.28722	-61.01083	UZ117
PULOV	-30.36250	-62.68306	A307-Z160-UL531-UL550
PULPA	-36.99528	-57.68083	W31-UW31-W60-SID MDP-TMA MDP
PULRA	-27.71139	-59.16833	IAC SIS-STAR CRR SIS
PULUX	-27.31944	-58.87472	IAC SIS - STAR CRR SIS
PUMTO	-37.99139	-57.23750	IAC MDP
PUMUG	-43.06889	-65.08361	IAC TRE
PUMVO	-38.47639	-62.24667	IAC BCA
PUNBU	-25.69389	-54.74306	IAC IGU-STAR IGU
PUNGI	-51.02000	-70.95083	SID ECA
PUNGU	-29.44056	-64.26528	UW6-UZ112-UM529
PUNOL	-41.13944	-70.41444	W33-UW33-SID BAR-STAR BAR-TMA BAR
PUNOX	-37.89917	-57.86139	IAC MDP-STAR MDP
PUPON	-22.00000	-63.00000	UL404
PUPSI	-27.26583	-62.29750	UL417
PUPTU	-34.48278	-58.82500	IAC FDO
QUEZA	-32.83278	-68.79278	SID DOZ
QUILI	-25.29139	-62.42056	UL404-UM799
RAFRO	-28.76889	-65.79361	IAC CAT
RAXEM	-43.14167	-65.79694	SID TRE
RAXIV	-36.43056	-64.13139	IAC OSA
RAXOS	-61.00056	-57.22917	UT103
RAXUR	-33.72639	-63.01833	UT670-UT684
REDET	-53.70194	-68.05083	IAC GRA
REGEG	-24.91056	-65.56417	IAC SAL
REGUD	-33.05444	-60.93972	IAC ROS
REKUL	-36.91667	-54.00000	UL211F
RENEN	-54.87056	-68.02389	IAC USU
REPAM	-27.42917	-57.55833	P526-B687-UP779-UZ103-UP526
REPEV	-31.18472	-69.31333	UL416-UM799
REPUM	-31.03028	-62.19750	UT652-UL550
RIOKA	-30.59611	-58.31028	UZ103
RIQUE	-31.50722	-63.66500	IAC CBA-STAR CBA
RIXUD	-24.79139	-65.23194	IAC SAL
ROCAR	-25.76583	-54.40500	IAC IGU-SID IGU
RODOV	-30.83444	-57.80472	UM418
ROGAS	-38.22778	-58.08639	W33-SID MDP-STAR MDP-TMA MDP
ROGEL	-46.74389	-71.62389	G550-UL670
ROGIP	-43.05917	-66.06917	SID DRY
ROGOD	-32.52972	-68.35528	UZ108-UZ105
ROGUB	-33.47222	-66.47694	IAC UIS-STAR UIS
ROKAB	-43.19556	-65.53861	STAR TRE-IAC TRE
ROKAT	-27.11722	-65.15806	IAC TUC-STAR TUC
ROKER	-31.88639	-61.56028	UL550
ROLIM	-28.59111	-67.95417	UL322-UT691
ROLOX	-51.35056	-68.93333	STAR GAL
ROMAX	-44.98778	-66.69889	W18-UP664
ROMIV	-54.66806	-68.61056	UL670-G550-SID USU
ROMIX	-28.87694	-66.00417	STAR CAT
ROMOB	-31.11889	-64.52083	SID CBA
ROMUR	-30.56833	-61.67000	UM400-UT672
ROPIS	-36.74167	-56.95833	A310-UM792-SID MDP-STAR MDP-TMA MDP
ROPON	-38.94028	-67.51194	W32-UW32-UT669-T669-SID NEU-STAR NEU-TMA NEU
ROREX	-32.72917	-68.62750	SID DOZ
SAKSA	-38.95444	-68.79556	B556-TMA NEU
SALBO	-32.51250	-67.77000	A307-UL531-SID DOZ-STAR DOZ-TMA DOZ
SALVU	-48.26806	-64.03472	UW50-UT662
SANBU	-39.50528	-62.66611	UT693-UW18-W18-T693-SID BCA-STAR BCA-TMA BCA
SARLI	-50.01694	-71.60667	STAR ECA
SARNA	-29.10694	-60.99250	A307-UL531
SASTA	-52.70833	-67.76306	W45-UW45
SATGI	-30.68000	-64.38694	SID CBA
SATRA	-34.73806	-67.81444	W68-TMA SRA
SEBDA	-27.58722	-60.95389	UM529 UN775
SEBNI	-46.52722	-70.93861	Z123- Z116
SEDIA	-25.77722	-54.37806	IAC IGU
SEMGA	-41.10194	-67.94250	W33-UW33-T105-UT105
SEMLI	-31.66694	-68.41722	IAC JUA
SIBOL	-30.49083	-64.67861	W15-Z121-UW15-UM543-STAR CBA-TMA CBA
SIBOX	-30.22556	-67.94778	UM799
SIBUD	-43.06083	-65.63667	SID DRY
SIGUL	-38.31278	-59.65583	UT662-UW32
SIGUR	-26.76556	-65.09028	IAC TUC
SIKAR	-36.12694	-60.76833	T654-UT654-UW15-W61-UZ113
SIKED	-34.61167	-58.32167	IAC AER
SIKOB	-30.17417	-60.40917	UM400-UT652
SIKUT	-42.92111	-65.73806	STAR TRE
SILAN	-42.83750	-66.39722	W38-STAR TRE-SID TRE DRY-TMA TRE
SILOP	-35.64389	-66.08611	UM783-UZ114
SILUS	-40.59222	-62.45028	W33-SID VIE-TMA VIE
SIMES	-32.05167	-63.56444	W15-W65-UW15-UT700-UZ114-UZ113-SID CBA-STAR CBA-TMA CBA
SIMOR	-27.45528	-57.20417	UM402
SIMOT	-39.80972	-68.07694	T654-UT654-T105-UT105
SINAL	-34.77278	-64.64611	M424-UM424-UT688
SINIV	-33.06444	-60.82139	IAC ROS
SINUT	-30.94278	-60.84389	UL417
SIPOB	-45.00028	-65.60944	UT700-T693
SIPOM	-33.07861	-66.82389	UT670-UT652
SIPUG	-39.61583	-70.72861	W44-STAR CHP-IAC CHP-SID CHP
SIPUR	-51.51417	-68.98417	IAC GAL-STAR GAL
SIRAN	-38.04750	-58.19306	W32-SID MDP-STAR MDP-TMA MDP
SIREK	-32.60361	-68.65528	IAC DOZ-STAR DOZ
SIRUR	-38.02417	-57.39583	IAC MDP
SISAP	-28.80250	-63.78917	UL550-W70
SISEV	-24.36194	-65.34056	STAR JUJ-IAC JUJ
SOLER	-32.10444	-66.51222	A307-W19-Z159-UL531-UZ105
SORSI	-36.46250	-58.42083	W27-TMA DIL
SORTI	-27.71806	-65.42611	W3-UW3-UZ108-SID CAT TUC-STAR CAT TUC-TMA CAT-TMA TUC
SOSKU	-37.24972	-69.43528	Z122-UZ122 UT685
SOSNI	-26.59361	-58.67556	STAR CRR SIS
SOTLA	-35.63500	-66.36611	W65-B684-STAR MLG
SOTSA	-29.41889	-58.07778	UM400-UZ103-UZ120
SOVBU	-38.94944	-67.92222	IAC NEU
SOVLI	-27.27861	-61.04833	UN775-UZ120
SUCUA	-32.92500	-68.58944	IAC DOZ-SID DOZ
SUGRA	-32.20944	-58.19000	UM534
SUKPA	-29.94333	-64.49278	W5-Z102-UN525-UW5-UZ102
SULBO	-27.59306	-59.41472	IAC SIS STAR SIS CRR
SULSU	-50.77778	-71.84083	B432-N674-SID ECA-STAR ECA-TMA ECA
SULVU	-24.69278	-64.92944	STAR JUJ-IAC JUJ
SUMTO	-51.54639	-69.65917	IAC GAL-STAR GAL
SUNKO	-51.69167	-68.08444	W54-UW54
SUPKU	-43.19472	-64.89583	STAR TRE
SURBO	-34.44944	-57.96056	TMA BAIRES (CORREDOR SURBO)-SID AER-STAR AER
SURLI	-34.75861	-58.55111	IAC EZE
SUSDA	-42.97833	-61.56361	UT662
TAGUA	-25.29639	-64.60222	T673-TMA SAL
TEDAR	-35.44944	-57.71722	W59-SID AER EZE-TMA BAIRES
TEGAV	-25.22083	-64.55778	Z118-Z132-STAR SAL-TMA SAL
TEGOP	-41.07167	-71.38500	IAC BAR
TENIL	-35.54111	-57.83389	W31-UW31-STAR AER EZE-TMA BAIRES
TENOV	-37.98444	-57.47417	IAC MDP
TEPES	-42.92417	-65.24806	IAC DRY
TEPUB	-42.77889	-70.87389	IAC ESQ
TESEX	-38.93111	-71.43361	B556-UL653
TESIT	-32.65778	-63.97250	W65-UZ114
TEUCO	-31.44389	-64.34444	IAC CBA
TIGDI	-28.59944	-57.03389	UM402-UT682
TIGRU	-31.53250	-63.95472	SID CBA
TILBI	-31.31194	-64.79694	STAR CBA
TIMDO	-38.57861	-66.43778	T669-UT669-STAR NEU
TIMKO	-27.17139	-58.71944	IAC CRR-STAR CRR SIS
TIMKU	-36.33639	-63.74472	W73-SID OSA-TMA OSA
TIMVA	-34.01444	-62.29611	UT684
TINLU	-28.48278	-65.72472	IAC CAT - SID CAT
TINTA	-32.93778	-60.18667	G680-SID ROS-TMA ROS
TIPLO	-32.34056	-61.91000	W5-UW5-UZ102
TIRDU	-27.92333	-64.40333	IAC SDE
TIRGA	-51.74028	-67.02583	UW54-UT700
TISLA	-43.07833	-66.07361	SID DRY
TISTI	-31.21833	-64.08889	IAC CBA
TISTU	-39.87861	-70.93861	STAR CHP-IAC CHP
TOBTO	-54.84250	-68.19028	IAC USU
TODAR	-32.94083	-68.79444	IAC DOZ
TODEP	-27.28222	-58.98444	IAC SIS
TODES	-30.49583	-58.82056	A428-Z110-UL793-UT682
TODLO	-50.28889	-72.20056	IAC ECA
TOGNO	-43.01444	-62.73000	UZ117
TOGOR	-53.57333	-68.61056	B561
TOGUR	-42.95417	-65.87194	SID DRY
TOKUS	-29.00028	-65.65528	STAR CAT
TOLEM	-30.52139	-61.51750	UL404-UM400
TOLUK	-32.65139	-61.29278	W5-SID ROS-TMA ROS
TOMIV	-41.52667	-67.89250	T657 - T105 - UT657 - UT105
TONAR	-41.24167	-71.85000	B682-UM658-SID BAR-STAR BAR-TMA BAR
TOPAG	-47.20833	-70.29167	UT100-UT658
TOPIL	-38.80139	-64.94389	UW41
TOPOG	-28.48889	-61.82611	UL417-UL404
TORAP	-36.77833	-64.21694	IAC OSA
TORES	-41.72333	-71.16111	W44-UW44-UZ108-SID BAR-STAR BAR-TMA ESQ-TMA BAR
TORUK	-50.19694	-72.34361	IAC ECA-STAR ECA
TORUL	-35.36167	-59.44000	T654-UT654-SID AER EZE-TMA BAIRES
TOSOR	-33.91194	-64.50583	W9-UL405-UT687-TMA VME
TREJO	-30.77583	-63.33806	A307-UL531-SID CBA-STAR CBA-TMA CBA
TRINI	-34.56278	-58.79056	IAC FDO-STAR AER
UBLID	-27.71167	-64.27778	SID SDE
UBLUM	-38.57972	-62.31889	IAC BCA-STAR BCA
UBNOR	-31.17806	-64.21056	IAC CBA
UBRIX	-25.74944	-62.86750	UM799-UL417
UBSAS	-21.80694	-66.23722	UM776
UBSOX	-30.20917	-65.71833	UW16–UM529
UDENA	-43.44972	-63.78417	UT108
UDENO	-26.12472	-54.93722	B688-N785-SID IGU-STAR IGU-TMA FOZ
UDEPI	-63.39139	-57.83694	W56-UW56-Z133-UZ133-TMA MBI
UDEXA	-32.54361	-64.96722	W19
UDITA	-33.36083	-60.99083	W24-UW24
UDUDA	-27.61778	-59.12806	IAC SIS-SID SIS CRR
UDULI	-42.76583	-64.66972	STAR TRE
UDUPA	-33.78444	-62.63833	UT670-UZ113
UGAGI	-38.65222	-68.66972	Z122-R683-UZ122-STAR NEU-SID NEU-TMA NEU
UGAKO	-27.07611	-55.52750	B687-TMA POS
UGALA	-32.59583	-59.93389	W8-UW8-TMA PAR
UGASI	-27.66222	-58.43694	IAC CRR - STAR CRR SIS
UGERA	-37.41111	-59.24833	IAC DIL
UGIBO	-27.54889	-59.09833	IAC SIS
UGIMI	-34.98278	-56.88389	A306-UL405-STAR AER EZE-TMA BAIRES
UGIRA	-54.50000	-68.31778	W63-UW63-SID USU-TMA USU-TMA GRA
UGOXU	-50.27139	-71.90611	STAR ECA
UGRIN	-26.93611	-65.12306	IAC TUC
UGSIN	-54.82972	-67.95944	IAC USU
UGVAX	-21.96250	-63.65194	N650
UKDOS	-38.83500	-67.93778	STAR NEU
UKEKA	-42.70889	-71.74306	L775-TMA ESQ
UKEKO	-27.29306	-55.97222	IAC POS
UKESO	-31.34833	-68.95028	B560-TMA JUA
UKEXI	-24.90833	-65.41417	SID SAL
UKLIK	-32.63583	-68.49917	IAC DOZ-STAR DOZ
UKLOV	-50.29639	-72.33000	IAC ECA
UKLUS	-25.86750	-54.60750	SID IGU
UMKAD	-30.24139	-65.67278	W16
UMKAL	-32.88333	-70.00000	L405-UL405-UZ105-UT687-TMA DOZ-SID DOZ
UMKEV	-29.07889	-63.59667	UL550-UM529
UMLOP	-51.58778	-68.88750	STAR GAL-IAC GAL
UMPOX	-29.59861	-64.55806	UW5-UN525-UM529
UMSAR	-31.13861	-61.22250	UM418
UMSOL	-39.73028	-70.56667	SID CHP
UMSUV	-26.75833	-59.55278	UM529-UM784
UMTAB	-36.41444	-64.23278	IAC OSA
UPOMA	-34.86083	-58.21444	IAC EZE
UPORU	-25.22417	-53.88194	SID IGU-STAR IGU
URETI	-32.44250	-59.46194	UN775
UREVI	-24.52583	-64.06917	UM789-UZ112
URINO	-34.69972	-59.64083	UL405-W9-SID AER EZE-TMA BAIRES
URISI	-36.33250	-64.21250	IAC OSA
UROLI	-28.63639	-58.47278	W14-UW14-Z120-UZ120
USAVO	-27.61917	-58.78861	IAC CRR
USEPA	-29.37583	-60.22806	W14-TMA RTA
USESA	-40.37556	-62.87833	W18-SID VIE-TMA VIE
USILO	-43.29472	-65.08750	SID TRE
USIXU	-24.74778	-65.46250	SID SAL
USOTU	-45.76500	-67.31194	IAC CRV
USTOT	-22.18639	-66.07222	UM776
USTOX	-44.95139	-68.47917	UT100-UW50
USVAR	-45.33806	-67.96833	SID CRV
USVER	-35.56861	-68.02722	UM783-UT685
USVET	-33.25750	-67.25917	UL405-UT652
